Frankenia_salina,species,adults,NA,terrestrial aboveground,2
Jaumea_carnosa,species,adults,NA,terrestrial aboveground,2
Limonium_californicum,species,adults,NA,terrestrial aboveground,2
Monanthocloe_littoralis,species,adults,NA,terrestrial aboveground,NA
Cordylanthus_maritimus,species,adults,NA,terrestrial aboveground,2
renic,NA,cercaria,9.24e-8,terrestrial aboveground,NA
Renicola_sp.,genus,cercaria,4.95e-7,terrestrial aboveground,NA
Parvatrema_sp.,genus,cercaria,8.27e-7,terrestrial aboveground,NA
Cloacitrema_michiganiensis,species,cercaria,1.31e-6,terrestrial aboveground,NA
Acanthoparyphium_spinulosum,species,cercaria,2.21e-6,terrestrial aboveground,NA
Parorchis_acanthus,species,cercaria,2.36e-6,terrestrial aboveground,NA
Himasthla_B,NA,cercaria,4.19e-6,terrestrial aboveground,NA
Himasthla_rhigedana,species,cercaria,6.18e-6,terrestrial aboveground,NA
Foraminifera,NA,adults,2.43e-5,terrestrial aboveground,2
Cyclopoida,order,adults,8.28e-6,marine,2
Ostracoda,Class,adults,3.61e-5,marine,3
Marine_detritus,NA,NA,NA,terrestrial aboveground,NA
Limosa_fedoa,species,adults,367.5,terrestrial aboveground,NA
Recurvirostra_americana,species,adults,304.3,terrestrial aboveground,NA
Catoptrophorus_semipalmatus,species,adults,270,terrestrial aboveground,NA
Melanitta_perspicillata,species,adults,950,terrestrial aboveground,2
Pluvialis_squatarola,species,adults,225.5,terrestrial aboveground,NA
Tringa_melanoleuca,species,adults,165,terrestrial aboveground,NA
Limnodromus_scilopaceus,species,adults,104.5,terrestrial aboveground,NA
Podilymbus_podiceps,species,adults,416,terrestrial aboveground,2
Bucephala_albeola,species,adults,401,terrestrial aboveground,2
Egretta_thula,species,adults,369,terrestrial aboveground,3
Egretta_caerulea,species,adults,340,terrestrial aboveground,3
Ardea_herodius,species,adults,2400,terrestrial aboveground,2
Phalacrocorax_penicillatus,species,adults,2254.5,terrestrial aboveground,2
Procyon_locator,species,adults,6000,terrestrial aboveground,2
Charadrius_semipalmatus,species,adults,46.95,terrestrial aboveground,3
Triakis_semifasciata,species,adults,1314.95447,marine,3
Aechmophorus_occidentalis,species,adults,1314,terrestrial aboveground,2
Mergus_serrator,species,adults,1040.5,terrestrial aboveground,2
Egretta_alba,species,adults,873.5,terrestrial aboveground,2
Nycticorax_nycticorax,species,adults,869.6,terrestrial aboveground,2
Numenius_americanus,species,adults,754.5,terrestrial aboveground,2
Sterna_caspia,species,adults,655.5,terrestrial aboveground,2
Numenius_phaeopus,species,adults,404,terrestrial aboveground,2
Larus_californicus,species,adults,738,terrestrial aboveground,2
Urolophus_halleri,species,adults,467.2,marine,3
Butorides_virescens,species,adults,241,terrestrial aboveground,2
Larus_delawarensis,species,adults,518.5,terrestrial aboveground,2
Larus_canus,species,adults,480,terrestrial aboveground,2
Corvus_brachyrhynchos,species,adults,399.5,terrestrial aboveground,2
Ceryle_alcyon,species,adults,147.6,terrestrial aboveground,2
Larus_philadelphia,species,adults,211.25,terrestrial aboveground,2
Accipiter_cooperi,species,adults,360,terrestrial aboveground,3
Oxyura_jamaicensis,species,adults,560,terrestrial aboveground,2
Anas_americana,species,adults,780,terrestrial aboveground,2
Anas_discors,species,adults,364,terrestrial aboveground,2
Anas_cyanoptera,species,adults,359,terrestrial aboveground,2
Anas_crecca,species,adults,338,terrestrial aboveground,2
